15
15
8
0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	
0.9675	0.9675	0.9675	0.9675	0.9675	0.9675	0.9675	0.9675	0.9675	0.9675	0.9675	0.9675	0.9675	0.9675	0.9675	
0.8175	0.8175	0.8175	0.8175	0.8175	0.8175	0.8175	0.8175	0.8175	0.8175	0.8175	0.8175	0.8175	0.8175	0.8175	
0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	0.79	
0.695	0.695	0.695	0.695	0.695	0.695	0.695	0.695	0.695	0.695	0.695	0.695	0.695	0.695	0.695	
0.635	0.635	0.635	0.635	0.635	0.635	0.635	0.635	0.635	0.635	0.635	0.635	0.635	0.635	0.635	
0.6125	0.6125	0.6125	0.6125	0.6125	0.6125	0.6125	0.6125	0.6125	0.6125	0.6125	0.6125	0.6125	0.6125	0.6125	
0.61	0.61	0.61	0.61	0.61	0.61	0.61	0.61	0.61	0.61	0.61	0.61	0.61	0.61	0.61	
0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	0.5375	
0.535	0.535	0.535	0.535	0.535	0.535	0.535	0.535	0.535	0.535	0.535	0.535	0.535	0.535	0.535	
0.415	0.415	0.415	0.415	0.415	0.415	0.415	0.415	0.415	0.415	0.415	0.415	0.415	0.415	0.415	
0.41	0.41	0.41	0.41	0.41	0.41	0.41	0.41	0.41	0.41	0.41	0.41	0.41	0.41	0.41	
0.3425	0.3425	0.3425	0.3425	0.3425	0.3425	0.3425	0.3425	0.3425	0.3425	0.3425	0.3425	0.3425	0.3425	0.3425	
0.29	0.29	0.29	0.29	0.29	0.29	0.29	0.29	0.29	0.29	0.29	0.29	0.29	0.29	0.29	
0.245	0.245	0.245	0.245	0.245	0.245	0.245	0.245	0.245	0.245	0.245	0.245	0.245	0.245	0.245	
0.165	0.165	0.165	0.165	0.165	0.165	0.165	0.165	0.165	0.165	0.165	0.165	0.165	0.165	0.165	
