15
15
5
1.085	1.085	1.085	1.085	1.085	1.085	1.085	1.085	1.085	1.085	1.085	1.085	1.085	1.085	1.085	
1.03	1.03	1.03	1.03	1.03	1.03	1.03	1.03	1.03	1.03	1.03	1.03	1.03	1.03	1.03	
0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	
0.745	0.745	0.745	0.745	0.745	0.745	0.745	0.745	0.745	0.745	0.745	0.745	0.745	0.745	0.745	
0.725	0.725	0.725	0.725	0.725	0.725	0.725	0.725	0.725	0.725	0.725	0.725	0.725	0.725	0.725	
0.565	0.565	0.565	0.565	0.565	0.565	0.565	0.565	0.565	0.565	0.565	0.565	0.565	0.565	0.565	
0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	
0.43	0.43	0.43	0.43	0.43	0.43	0.43	0.43	0.43	0.43	0.43	0.43	0.43	0.43	0.43	
0.335	0.335	0.335	0.335	0.335	0.335	0.335	0.335	0.335	0.335	0.335	0.335	0.335	0.335	0.335	
0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	
0.8525	0.8525	0.8525	0.8525	0.8525	0.8525	0.8525	0.8525	0.8525	0.8525	0.8525	0.8525	0.8525	0.8525	0.8525	
0.7975	0.7975	0.7975	0.7975	0.7975	0.7975	0.7975	0.7975	0.7975	0.7975	0.7975	0.7975	0.7975	0.7975	0.7975	
0.7125	0.7125	0.7125	0.7125	0.7125	0.7125	0.7125	0.7125	0.7125	0.7125	0.7125	0.7125	0.7125	0.7125	0.7125	
0.69	0.69	0.69	0.69	0.69	0.69	0.69	0.69	0.69	0.69	0.69	0.69	0.69	0.69	0.69	
0.5475	0.5475	0.5475	0.5475	0.5475	0.5475	0.5475	0.5475	0.5475	0.5475	0.5475	0.5475	0.5475	0.5475	0.5475	
0.5425	0.5425	0.5425	0.5425	0.5425	0.5425	0.5425	0.5425	0.5425	0.5425	0.5425	0.5425	0.5425	0.5425	0.5425	
0.515	0.515	0.515	0.515	0.515	0.515	0.515	0.515	0.515	0.515	0.515	0.515	0.515	0.515	0.515	
0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.42	0.42	
0.3725	0.3725	0.3725	0.3725	0.3725	0.3725	0.3725	0.3725	0.3725	0.3725	0.3725	0.3725	0.3725	0.3725	0.3725	
0.3625	0.3625	0.3625	0.3625	0.3625	0.3625	0.3625	0.3625	0.3625	0.3625	0.3625	0.3625	0.3625	0.3625	0.3625	
0.2825	0.2825	0.2825	0.2825	0.2825	0.2825	0.2825	0.2825	0.2825	0.2825	0.2825	0.2825	0.2825	0.2825	0.2825	
0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	
0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	0.215	
0.1675	0.1675	0.1675	0.1675	0.1675	0.1675	0.1675	0.1675	0.1675	0.1675	0.1675	0.1675	0.1675	0.1675	0.1675	
